id,sent0,sent1,label
4440,The effect of love is happiness.,The effect of love is sadness,0
4441,He told her a happy story to cheer her up.,He told her a sad story to cheer her up.,1
4442,Policemen can often carry guns.,Teenagers can often carry guns.,0
4443,hospital can help people cure illness,restaurant can help people cure illness,0
4444,The first planet in the solar system is Mercury,The first planet in the solar system is Venus,1
4445,I always eat apples.,I never eat anything.,1
4446,A hospital provides access to medical care.,A restaurant provides access to medical care.,1
4447,They will make cakes.,They will make cats.,0
4448,Something that might happen as a consequence of growing vegetables is you get tomatoes,Something that might happen as a consequence of growing vegetables is you get apples,1
4449,Jack used a knife to cut the cake.,Jack used a book to cut the cake.,0
4450,The father gave his boy a corrot.,The father gave his boy a cigarette.,0
4451,Washing your clothes requires water,Washing your clothes requires fire,1
4452,Bob bought the milk in the supermarket.,Bob bought the milk in a police office.,1
4453,Suicide is voluntary,Suicide is forced,1
4454,a doctor can mean to heal,a chef can mean to heal,0
4455,A seed can germinate without sunlight,A seed can germinate without water,1
4456,Our basketball is taught by our PE teacher,Our maths is taught by a PE teacher,0
4457,If you want to surf the web then you should open a browser.,If you want to surf the web then you should open a word document.,0
4458,You are likely to find a dog around in pet shop,You are likely to find a dinosaur around in pet shop,1
4459,A teacher can offer candy to children,A pervert can offer candy to children,0
4460,playing a harp is for entertaining an audience,playing a harp is for annoying an audience,1
4461,There are many people in China.,There are many aliens in China.,0
4462,A landlord can raise the rent.,A renter can raise the rent.,1
4463,chocolate can be made from cocoa beans,chocolate can be made from gold bar,1
4464,You are likely to find a shark in ocean,You are likely to find a cat in ocean,0
4465,It helps mark the trail so we don't get lost.,It helps mark the rail so we don't get lost.,0
4466,A person must do the housework.,A dog must do the housework.,0
4467,You may see a steak in the bowl,You may see a stone in the bowl,0
4468,You would get paid because you want to work,You would get paid because you want to sleep,1
4469,Having dinner is for nourishment.,Having lunch is for getting fat.,1
4470,We painted the barn,We cooked the barn,0
4471,I rode a horse home.,I rode a tiger home.,1
4472,Something that might happen as a consequence of cooking a meal is cooking utensils that are in need of washing,Something that might happen as a consequence of cooking a meal is cooking utensils that are in need of breaking,0
4473,We answer a question,We answer a notice,1
4474,Pattie flew on a plane to Paris.,Pattie flew on a plane to the Mars,0
4475,Edun didn't want to go on a hike.,Edun didn't want to go on a bike.,1
4476,The effect of hiking is seeing nature,The effect of hiking is seeing supermarket,1
4477,Jack's breakfast is bread,Jack's breakfast is stone,0
4478,I like going hiking with my robot.,My robot and I like going hiking.,0
4479,Henry would like to find a house near the metrol station so it would be more convenient to take metrol to work,Henry would like to find a house far from the metrol station so it would be more convenient to take metrol to work,1
4480,A credit card wallet is taller and narrower than a typical wallet,A credit card wallet is taller and narrower than A4 paper,1
4481,Drinking more water is good for health,Drinking more liquor is good for health,0
4482,Running is good exercise,Sleeping is good exercise,1
4483,Tony is going to the bank to withdraw some money,Tony is going to the zoo to withdraw some money,1
4484,He took his mother to the hospital,He took his mother to outer space,1
4485,You can buy a computer in an electronics store,You can buy a chair in an electronics store,1
4486,Meter is the unit of measure of length,Second is the unit of measure of length,0
4487,Spit grape skin when eating grapes.,Spit apple skin when eating grapes.,1
4488,Bird has wings,Cat has wings,0
4489,the computer can calculate.,the computer can fly.,0
4490,crush injuries made him hurt.,crush injuries made him strong.,1
4491,He exercised by playing basketball.,He exercised by playing the piano.,0
4492,You must go to Beijing if you want to visit the Forbidden City.,You must go to Tianjin if you want to visit the Forbidden City.,0
4493,The books in the bookstore are on sale,The shoes in the bookstore are on sale,0
4494,The turtle has a longer life than a dog,The turtle has a shorter life than a dog,1
4495,Ancient Chinese like drinking tea.,Ancient Chinese like drinking milky tea.,0
4496,Members of religions often take oaths.,Members of religions often take oasis.,1
4497,Phyllis takes a bus to work everyday,Phyllis takes a rocket to work everyday,0
4498,A neighbor is a person who lives near you.,A relative is a person who lives near you.,0
4499,She hand was on the steering wheel,She foot was on the steering wheel,0
4500,you can usually find an oxygen tent at a hospital.,you can  usually find a tiger at a hospital.,1
4501,The last thing you do when you perform is bow.,The last thing you do when you perform is jumping.,0
4502,People watch television for entertainment,People watch television for sleep,1
4503,Eggs can hatch chicks,Stone can hatch chicks,1
4504,The balloon was pricked by a needle.,The stone was pricked by a needle.,1
4505,Newton discovered gravity,Einstein discovered gravity,1
4506,Edison invented the light bulb,Newton invented the light bulb,0
4507,Pizza is considered a finger food,Pizza is considered a foot food,1
4508,Fiber optics is often used to network computers.,Fiber optics is often used to take care of body,0
4509,you might celebrate a new birth with a party,you might celebrate a new birth with a competetion,1
4510,The egret is a wading bird,The egret is a land animal,0
4511,The boat can float on the water,The stone can float on the water,1
4512,a discotheque is for dancing,a discotheque is for bathing,0
4513,Some chemicals can harm people.,Some chemistry can harm people.,0
4514,The indian ocean is large,The indian ocean is small,0
4515,David flied from China to America in two days,David swam from China to America in two days,1
4516,he catches some fish in the ocean.,he catches some horses in the ocean.,0
4517,Love can give hope,Love can give didespair,0
4518,Something you find outside is A tree,Something you find inside is A tree,1
4519,Jeff gave his girlfriend a rose.,Jeff gave his girlfriend a lose.,0
4520,A dump man can listen to music.,A deaf man can listen to music.,0
4521,Santa Claus is the legend of the West,Santa Claus is the legend of the East,0
4522,Bagels taste great with cream cheese.,Stones taste great with cream cheese.,1
4523,"The lower the rent is, the better it is for the tenant.","The higher the rent is, the better it is for the tenant.",1
4524,My brother's company requires employees to wear shirts during work,My brother's company requires employees to wear slipperies during work,0
4525,A singer tends to get popular because his songs are good,A singer tends to get popular because his songs are bad,1
4526,a garage has at least one door,A garage has at least two doors,1
4527,you are likely to find computers in an office,you are likely to find dogs in an office,0
4528,Mr. Smith is on the phone with his friend,Mr. Smith is on the phone with his pet,0
4529,Cats and mice are enemies,Cat and mouse are friends,0
4530,This water came from glaciers.,This watermelon came from glaciers.,1
4531,You are likely to find a horse,You are likely to find a ghost,1
4532,We hold a birthday party for someone's birthday.,We hold a wedding party for someone's birthday.,1
