id,sents
6809,Yogurt contains fungi
6810,Computers need electricity
6811,Bicycles contain tyres
6812,Pillows protect the head
6813,Watches can show time
6814,Automobiles need oil
6815,Peanut is a nut.
6816,Physics is a natural discipline
6817,Football needs many people to cooperate
6818,Coffee is a drink
6819,Gasoline provides energy.
6820,Jety's peeling peanuts.
6821,Tom lives in a house.
6822,Jony's barbecuing meat over fire.
6823,monkey is climbing the tree.
6824,axe is sharp.
6825,Needles are used to sew clothes.
6826,Quilt is a kind of furniture.
6827,He turned on the air conditioner with a remote control.
6828,Pipette used to absorb liquids.
6829,He is reciting composition.
6830,Mirrors can reflect light.
6831,They are married.
6832,He put the apple in the juicer.
6833,Iron is an industrial product.
6834,Iron can melt
6835,Air conditioner with external hanging blades
6836,Stomach pain is a disease
6837,Tom is cutting vegetables with a knife.
6838,Tim iced his drink in an refrigerator
6839,Carbonated drinks release gases
6840,Fire needs air
6841,Tim is cooking
6842,He's frying vegetables in a pan.
6843,Bottles can hold liquids.
6844,Milk is rich in nutrition.
6845,Sunscreen protects against sunshine
6846,He was very angry.
6847,Bacteria are a kind of microorganism
6848,Lions are social animals.
6849,Pandas eat bamboo
6850,Tigers are mammals.
6851,Termites eat wood
6852,Man invents language
6853,Bob treats dogs as pets.
6854,Bob packed the rice in a bag.
6855,Bob put soybean milk in the refrigerator.
6856,temperature of the flame is very high.
6857,Tim's moving bricks.
6858,Earthworms are decomposers
6859,Leopards have patterns
6860,He's wearing headphones.
6861,Washing detergent can damage skin
6862,He's cutting apples.
6863,Chinese characters have partial radicals
6864,The glasses case is for glasses.
6865,Tom eat food with chopsticks.
6866,Jame puts earphone on her ears.
6867,Animals drink water every day.
6868,Jess wrapped the belt around her waist.
6869,The goldfish is kept in the fish tank.
6870,People play basketball with hands.
6871,Jan drinks honey water every day.
6872,Tony keeps a cat as a pet.
6873,Cats like to eat fish.
6874,Cats like to catch mice.
6875,Jessie likes to bathe with bath cream.
6876,Tommy calls his friends on his cell phone.
6877,Tom washes his face with a towel every day.
6878,People sleep in bed.
6879,Put the ice cream in the refrigerator.
6880,People usually wash their clothes with water.
6881,People usually mop the floor with mops.
6882,Mom is cooking in the kitchen.
6883,Students study in the classroom.
6884,The teacher is lecturing in the classroom.
6885,People feed the baby milk powder.
6886,People feed the hamsters nuts.
6887,Put the carrots in the fridge.
6888,Tony goes to school by bike.
6889,Tony sailed across the Atlantic.
6890,Jessie listens to music through her headphones.
6891,Jessie slept with her head on the pillow.
6892,The fields were covered with sunflowers.
6893,There are many fish in the sea.
6894,Make a table out of wood.
6895,The singer sings with a microphone.
6896,Toothpaste is used to clean teeth.
6897,There are many fish in the sea.
6898,There are many elephants in the forest.
6899,There are many birds flying in the sky.
6900,Write on the blackboard with chalk.
6901,Brush your hair with a comb.
6902,People use fruit for drinks.
6903,Build a house out of cement.
6904,Chickens like to eat rice.
6905,People put rice in a bowl.
6906,Eating fruit is good for our health.
6907,We can hang our wet clothes on the balcony.
6908,He palys football on the playground
6909,The chef cuts vegetables with a kitchen knife
6910,Birds fly in the sky
6911,Motorcycles need oil
6912,He writes with a pen
6913,We can brush our teeth with a toothbrush.
6914,We need an umbrella on rainy days.
6915,Table lamps can be used for lighting.
6916,Playing table tennis requires a table tennis racket.
6917,We can listen to music with earphones.
6918,He cut the rope with scissors.
6919,He planted a tree.
6920,He saw many cultural relics in museum.
6921,There are elephants in the zoo
6922,He washed his face with water.
6923,He often watered the flowers.
6924,Hens lay eggs.
6925,Cats catch mice.
6926,Many people like to keep cats.
6927,The teacher writes on the blackboard.
6928,He baked bread in an oven.
6929,There are many planes at the airport.
6930,He washes clothes in a washing machine.
6931,The train is running on the rails
6932,Ships sail on water.
6933,Dogs like to eat bones
6934,Cats like to eat fish
6935,Mouse is a harmful animal
6936,Duck can swim
6937,Giraffe has a long neck
6938,Crocodile can swim in the water
6939,We go to the zoo to see pandas on weekends.
6940,Roosters crow in the morning
6941,I saw an ant moving a leaf
6942,Cows like to eat grass
6943,I saw an airplane flying in the sky.
6944,I saw a motorcycle driving on the road.
6945,I bought a pair of nike shoes for thirty dollars.
6946,I take a boat across the English Channel.
6947,The police shot a robber with a gun
6948,The doctor injected a needle of anesthesia before the operation
6949,The teacher is teaching students to solve math problems
6950,A construction engineer is planning how to build the building
6951,Students learn how to make airplanes in school
6952,"When we are tired, we will lie on the sofa and take a break."
6953,Watching comedy movies is a relaxing activity.
6954,Smoking is harmful to health
6955,Teenagers can't try drugs
6956,The best way to resolve a dispute is talking
6957,Fruit is good for our body
6958,Bread can give us a lot of energy
6959,Coffee will make people very awake
6960,Drinking milk will make us grow taller
6961,Eating beef will make people stronger
6962,Islam people like to eat lamb
6963,Programmers can develop software
6964,In the summer we use air conditioning to make ourselves cooler.
6965,We drink water with a cup
6966,We read books to acquire knowledge.
6967,There are many fish in the lake.
6968,There are many cars on the road.
6969,The car is powered by fuel.
6970,Fruits may grow on trees.
6971,Pollen needs bees to spread
6972,Cattle graze to grow
6973,We use earphones to listen to songs.
6974,We write on paper with pens
6975,We use keys to open doors.
6976,We can't live without air
6977,The refrigerator does not work without electricity.
6978,Bees eat pollen to produce honey
6979,Curtains can block the sun
6980,Clock can show time
6981,We practice swimming in the pool
6982,Shoes can prevent feet from being scratched.
6983,I bought a suitcase at the mall
6984,We can program on the computer
6985,People use cell phones to keep in touch with friends thousands of miles away
6986,We went to the hospital to cure the disease
6987,There is a lot of water in the swimming pool
6988,Recyclable garbage can be recycled and reused.
6989,I am in China. I go to Russia by train.
6990,I go to the zoo to see lions on weekends.
6991,Women can give birth to children
6992,I saw a man doing math problems
6993,I saw spiderman spraying silk
6994,Goldfish don't need to come up to breathe
6995,I often eat vegetables to keep healthy
6996,The bus can carry about thirty people
6997,High-speed trains are faster than trains
6998,Everyone likes the smell of peaches
6999,We go to the gym to work out
7000,People die without drinking water
7001,Tom put his clothes on the balcony.
7002,Mother hung her clothes on the hanger.
7003,The calendar shows the date.
7004,The electric fan can blow.
7005,Cartons can be recycled.
7006,A compass is used to draw a circle.
7007,Contact lenses are worn on the eyeballs.
7008,Trousers are worn on the legs.
7009,Garbage bags are used to put garbage.
7010,Daisy slept with the doll in his arms.
7011,Essential balm can be used to repel mosquitoes.
7012,Hairpins are fastened to the hair.
7013,The watch is worn on the wrist.
7014,I wear a hat on my head.
7015,Wood can be used to build ships.
7016,Fish sleep with their eyes open
7017,He was sad that his mobile phone had been lost.
7018,Deaf people like to watch movies
7019,Peter likes to eat white rice very much.
7020,He likes to read carefully in the library.
7021,Water is indispensable for human survival
7022,Peter needs to dress when he gets up
7023,My mother loves me very much.
7024,"Dad hasn't been home for a long time, so I miss him very much."
7025,Girls usually like Barbie dolls.
7026,He feels terrified when he watches horror movies.
7027,I like to play with my friends on the grassland.
7028,Herdsmen feed their cattle every day
7029,I usually like to cross the strait by boat.
7030,Proper exercise is good for health
7031,We can take things by hands.
7032,Pencils are made of wood.
7033,There is only one sun in the sky.
7034,Electric cars need to be recharged to drive
7035,Nurses work in hospitals
7036,We need to pay to take the train.
7037,The human body is very warm.
7038,He likes to travel in his car on holidays.
7039,Peter was very happy to be admitted to a good university.
7040,I like changing clothes in my bedroom.
7041,Peter and his friends are playing basketball.
7042,Dogs can run freely on the ground.
7043,He likes Coke very much.
7044,"He caught a cold, so he went to the hospital."
7045,Drugs are good for human health
7046,I go to the bathroom to take a bath every morning.
7047,The moon revolves around the earth
7048,Pilots need to work on the plane every day.
7049,The sun brings us light and heat.
7050,Snowflakes will float down from the sky
7051,"When there is a conflict with a friend, it should be solved rationally."
7052,"My father was ill, so I went to the hospital to see him."
7053,People can travel by horse.
7054,Pens need to absorb ink before they can be used.
7055,People who lose weight should eat fewer cakes
