id,sentence,label
10295,Doctors are good people,0
10296,I wore a rainbow bowtie to the funeral,1
10297,The Teacher Scolded the Students,0
10298,They switched on the television to watch their favourite programme,0
10299,he kept ice cream in the freezer,0
10300,She was frying the nuts in freezer,1
10301,Learning how to cycle is easy,0
10302,Michelle put a couch in the back of her car,1
10303,you will find a shark in a mountain,1
10304,The car crossed the river on the ferry.,0
10305,The sun made my t-shirt wet.,1
10306,she was swimming in hot  water.,0
10307,Bella loves to dance in a ballroom in her pink dress,0
10308,Eggs usually used to eat,0
10309,One thing you will see at a Tyre change shop is a juice maker,1
10310,Mobile phones are good means of communication,0
10311,Winter coats are helpful in summer.,1
10312,He ate a mobile phone,1
10313,Pencils contain a graphite core,0
10314,he cut the cheese with axe,1
10315,He took his family to restaurant for movie,1
10316,Players play soccer with mountain shoes,1
10317,His reflection was visible in the mirror,0
10318,He was eating spoon,1
10319,I will play the guitar in class tomorrow in front of students,0
10320,A lathe is only for making table legs.,1
10321,Coffee is a drink with brown colour,0
10322,Computer use people to make money.,1
10323,A policeman carries a gun.,0
10324,Boats can row people.,1
10325,bridges are built to cross rivers,0
10326,He puts ham on his sandwich.,0
10327,Something you find in a living room is a cheetah,1
10328,A fox is an animal,0
10329,He rubs the lotion on the basket,1
10330,You are likely to meet a car accident inside home,1
10331,No person would want to live with rats,0
10332,He read a book in the table,0
10333,A grey cat chases a small rat away,0
10334,She went to the clothing store to have a surgery.,1
10335,The keyboard makes a splashing sound when it is typed on.,1
10336,Cake is a common food item at birthday parties.,0
10337,A joey is a baby kangaroo,0
10338,He drove his car down the street.,0
10339,Cars have got four wheels,0
10340,he clicked the computer screen with dog,1
10341,She will give birth after 9 months of pregnancy,0
10342,A passport is necessary to travel from one restaurant to another.,1
10343,Jonathan smells good when organic litter is near,1
10344,A tunnel is a way to get from one side of a water way to another.,0
10345,He bought a gift for his friend wedding,0
10346,She applied sunscreen on her face in summer,0
10347,Four quarters is equal to one whole.,0
10348,Apples grow on trees,0
10349,Pencil can be erased more easily than crayon,0
10350,It is likely that she will get into university with her pass in the qualifying exam,0
10351,He called his wife on her mobile,0
10352,She put a dog in the car.,0
10353,The wood plank was floating on the lake,0
10354,He stored music files in a pen drive,0
10355,"An infant needs sun, water and soil in order to flourish.",1
10356,I drive a car to work every day,0
10357,You can use a pool to place an elephant,1
10358,The truck drove on the highway.,0
10359,I walked on water,1
10360,There are four stools around the table,0
10361,The girl rode the bike.,0
10362,He checked time on his shoe,1
10363,The criminal was sentenced to 2 years in prison.,0
10364,He was swimming in a ground,1
10365,Bill has got two islands in Belgic,1
10366,The rabbit went down the hole.,0
10367,My Dog eats chicken preparation for dinner.,0
10368,Eating a lot of sugary foods can cause obesity,0
10369,He waved hands at his friends,0
10370,John parked his car in the garage,0
10371,He was reading a book,0
10372,A person must exercise more to have a longer life,0
10373,He liked the food made by the chef,0
10374,He got into the bed to sleep.,0
10375,Beef stew should be cooked at 325 degrees for 3 hours,0
10376,Food eat her a lot.,1
10377,You will always find windows on a building,1
10378,It is desirable to put children's in school at the age of six,0
10379,Going to work is for making money.,0
10380,The student uses a pencil to take a test,0
10381,A purse is a fashionable way to carry around essential items.,0
10382,A kite is crying in the air.,1
10383,He went to theater to do a hair cut,1
10384,"When driving, it's important to keep both feet on the steering wheel.",1
10385,He took his animal to a vet for treatment,0
10386,All men bite dogs,1
10387,The Thief arrested the cops,1
10388,Mom put the baby down the water slide to walk to the park,1
10389,She went to school,0
10390,He drives a steamship at his job.,0
10391,he was eating grass,1
10392,You would eat lunch because you are hungry,0
10393,He travelled to Europe by bird.,1
10394,The man threw the garbage into his mouth,1
10395,"After throwing a ball upwards, it will come down again",0
10396,Some monkeys jump from one branch to another on a tree,0
10397,The adults have careers.,0
10398,people usually eat soups with knives,1
10399,He unlocked the door,0
10400,She cooked rice in the pan.,0
10401,He gave her a rock for her birthday.,1
10402,He replaced the bulb in the lamp with a new LED bulb,0
10403,He put a nuclear plant on the roof,1
10404,Ten plus six equals ten,1
10405,I ate a biscuit,0
10406,You clean home everyday.,0
10407,The airplane flew high into the sky.,0
10408,She walked over the house,1
10409,A paperclip cuts paper into pieces.,1
10410,Music feel alright with humans.,1
10411,Clothes wear me everyday.,1
10412,The students went to the plumber to get the assignment corrected,1
10413,He was watching his favorite show in oven,1
10414,The horse barked at the dog,1
10415,She used a banana to call her mother,1
10416,He caught a fishing rod with a fish,1
10417,Girls have two boobs,0
10418,The chef cooked food on speaker,1
10419,He was playing a chess game,0
10420,The doctor checked the temperature with stethoscope,1
10421,They were catching fish in the lake,0
10422,Teachers teach students,0
10423,He was drinking water to quench his thirst,0
10424,He was washing his car with sandpaper,1
10425,He was doing exercise in gym,0
10426,Protecting irrelevant matters is a matter of survival.,1
10427,He sent an email from his computer,0
10428,John likes to have arsenic after dinner.,1
10429,He saw a lion web,1
10430,The man hit a football for a home run.,1
10431,She ate fruit for breakfast.,0
10432,At night sunlight show their path,1
10433,The weather is so hot that it began to snow.,1
10434,door on the sewing machine. A door is too,1
10435,water is unwanted thing to body,1
10436,An antelope is docked at the pier.,1
10437,a dog wags its tail to call its mom.,1
10438,She was wearing glasses for bad eyes,0
10439,The driver started the car engine with pen,1
10440,QWERTY are the first 6 letters of a standard English keyboard,0
10441,Bears eat honey,0
10442,I let the clown drive my car.,0
10443,He was playing cards game with his bike,1
10444,The military arrested the terrorists.,0
10445,A doctor examines fruit,1
10446,He poured a tall glass of water.,0
10447,His neighbor has Donated his eyes,0
10448,The cat sat on the mat.,0
10449,he put the books in the bookshelf,0
10450,He put the chair on the room,1
10451,I like to eat a bowl of pebbles during movie time,1
10452,he wrote with a pen,0
10453,He wore a spoon,1
10454,The baby played with blocks.,0
10455,The universe is limited like a box.,1
10456,He likes to wear blouse,1
10457,A refrigerator generates electricity,1
10458,The people are quietly shouting,1
10459,A pillow factory is a great place to find fresh produce.,1
10460,a game is meant simply to be viewed,1
10461,He used a handkerchief to cover the bed,1
10462,Printers print in black paper,1
10463,ships are used to transportation of materials and peoples,0
10464,People who catch fish for living are called fishermen,0
10465,We need to breath Twinkies to live,1
10466,He pluck the flower from the plant,0
10467,Clothes are no longer worn as much as in previous years,1
10468,He ate a tomato from the dirt,1
10469,The moon revolves around the Earth,0
10470,A cat was driving the car,1
10471,It was raining and he was holding umbrella,0
10472,People built temple to worship god,0
10473,We always go to hospital and play during school holidays,1
10474,A car is a musical instrument,1
10475,A dog ate a caterpillar.,0
10476,Most families have their own bed,0
10477,we can eat a football,1
10478,An anchor is made of iron,0
10479,Silver is for making jewelry,0
10480,She made a doll with oil.,1
10481,"If a person wants to exercise, they go to a pizza parlor.",1
10482,we can play cricket with a cricket bat.,0
10483,You would learn a language because i need to travel,1
10484,She can see a ship in the pond,1
10485,He listened to the music on the belt,1
10486,The pen ran out of mayonnaise,1
10487,He asked his wife to help in his office work,0
10488,She took the clothes out of the wardrobe,0
10489,You can improve your wifi signal by removing obstructions between your device and router,0
10490,He paid the bill with his nose,1
10491,A barber shop is for getting hair cuts.,0
